dataset,method,n_clusters,top_k,nmae,nrmse,entropy
ml-small,hac_pearson_S,12,10,0.14833363475875183,0.1953235652292076,0.05531857997867136
ml-small,hac_pearson_S,17,10,0.1483339932207295,0.19525289040824625,0.07059305120121948
ml-small,hac_pearson_S,22,10,0.14837383845657792,0.19523822758099155,0.08364383566926654
ml-small,hac_pearson_S,27,10,0.14837714872692667,0.1952621714574334,0.09797439341464528
ml-small,hac_pearson_S,32,10,0.14840117201601494,0.19530068930419764,0.11171873564218002
ml-small,hac_pearson_S,37,10,0.148451992751565,0.19537169386788197,0.12392239681329027
ml-small,hac_pearson_S,42,10,0.1484736947114036,0.19534779501021618,0.13682877867685242
ml-small,hac_pearson_S,47,10,0.14855487880941107,0.1953777030629475,0.14794436940618866
ml-small,hac_pearson_S,52,10,0.14867422186276308,0.1954424262419256,0.15886819120949003
ml-small,hac_pearson_S,57,10,0.1488503350245006,0.1956243680251413,0.17009996360598462
ml-small,hac_pearson_S,62,10,0.1490085561423498,0.19565825089536137,0.18162368196865328
ml-small,hac_pearson_S,67,10,0.14905807821444955,0.19571836925141542,0.1933871916375841
ml-small,hac_pearson_S,72,10,0.14923126238302245,0.19588160242025887,0.20455903621294308
ml-small,hac_pearson_S,77,10,0.14927498190238866,0.19589574007377658,0.21598681032082728
ml-small,hac_pearson_S,82,10,0.14932737613268818,0.19595835689818583,0.2273029235709818
ml-small,hac_pearson_S,87,10,0.14944460042168312,0.1960463891279959,0.23847843982437333
ml-small,hac_pearson_S,92,10,0.14946274503665707,0.19608709522622858,0.2495239944621807
ml-small,hac_pearson_S,97,10,0.14951841376167246,0.19616636144379668,0.25880899241668226
ml-small,hac_pearson_CO,2,10,0.15220265810664718,0.2002850924086526,0.9088359106070925
ml-small,hac_pearson_CO,7,10,0.15940281603251857,0.20954250003759642,0.9177166592150201
ml-small,hac_pearson_CO,12,10,0.16288134120178832,0.21396419933537253,0.9709937588959828
ml-small,hac_pearson_CO,17,10,0.16334825346909473,0.2143569684526339,0.9614019981160645
ml-small,hac_pearson_CO,22,10,0.1641154576321742,0.21539271520461772,0.9666815313690375
ml-small,hac_pearson_CO,27,10,0.16433381586971282,0.2157356736251435,0.9669443394122726
ml-small,hac_pearson_CO,32,10,0.16410111023947457,0.2154539953969996,0.9703071202318034
ml-small,hac_pearson_CO,37,10,0.16406539340156398,0.21533368488301513,0.9693706562837718
ml-small,hac_pearson_CO,42,10,0.1640049678072528,0.21517218288884435,0.9725372303841568
ml-small,hac_pearson_CO,47,10,0.16488594188480593,0.21589032350899515,0.9785598499099348
ml-small,hac_pearson_CO,52,10,0.16492521967325438,0.21581149273579814,0.9791460541964948
ml-small,hac_pearson_CO,57,10,0.16457632789884524,0.21530999020815567,0.9778736339001197
ml-small,hac_pearson_CO,62,10,0.1645395862187581,0.21524455767842343,0.9800046672008232
ml-small,hac_pearson_CO,67,10,0.1644120170217839,0.21506789227155787,0.9786493668596039
ml-small,hac_pearson_CO,72,10,0.16419731409332336,0.21473514681181394,0.9802149636074917
ml-small,hac_pearson_CO,77,10,0.16414327508689408,0.21454671966732156,0.979737256313627
ml-small,hac_pearson_CO,82,10,0.1642646876663069,0.21461490275439318,0.9815371661765455
ml-small,hac_pearson_CO,87,10,0.16406161457141188,0.21440281952609527,0.9814985928176029
ml-small,hac_pearson_CO,92,10,0.16392727875322605,0.2142317069214803,0.9806546296071371
ml-small,hac_pearson_CO,97,10,0.16403630368266867,0.21435293314117487,0.9729065026112951
ml-small,hac_pearson_CE,2,10,0.1483687674859158,0.19550830949264872,0.017531438179828204
ml-small,hac_pearson_CE,7,10,0.14840764379629184,0.195525397639175,0.037448149898036326
ml-small,hac_pearson_CE,12,10,0.14842631973474385,0.19550797114716098,0.05080527017105772
ml-small,hac_pearson_CE,17,10,0.1483967227443474,0.19545174162894807,0.06851031591765401
ml-small,hac_pearson_CE,22,10,0.14837057947765228,0.19537225008564116,0.08237283733797221
ml-small,hac_pearson_CE,27,10,0.14834619702383767,0.19535500223333654,0.09266078283076266
ml-small,hac_pearson_CE,32,10,0.1483403414788776,0.19533768658341644,0.10623825835732861
ml-small,hac_pearson_CE,37,10,0.1483445809672286,0.19530316459708108,0.12067259551106022
ml-small,hac_pearson_CE,42,10,0.14837241811403862,0.1953295624531748,0.13205082831299272
